docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-P-G-0000029511,Slachting nooit bestraft," , maar het onderzoek werd",onder de pet," gehouden en niemand is ooit",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.9.s.2.w.20 p.9.s.2.w.21 p.9.s.2.w.22,"  ","  "
WS-U-E-A-0000002810,bijlmerenquete," om de gevaarlijke lading '",onder de pet," te houden ' . Vandaag",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.15 p.3.s.1.w.16 p.3.s.1.w.17,"  ","  "
WS-U-E-A-0000002941,boek bouterse versl bl," de pers. informatie die vroeger",onder de pet," bleef zullen we maar zeggen",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.2.w.85 p.1.s.2.w.86 p.1.s.2.w.87,"  ","  "
WS-U-E-A-0000011086,a pedoos list bijdrage-," bewijs dat justitie die zaken",onder de pet," wil houden . Veel Belgen",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.17 p.3.s.1.w.18 p.3.s.1.w.19,"  ","  "
WS-U-E-A-0000003687,bijlmer uitlui," die waren geschorst wegens het",ONDER DE PET," houden van informatie over de",onder de PET,"VZ(init) LID(bep,stan,rest) SPEC(deeleigen)",VZ LID SPEC,,,,,,,,,,,,,,,,,,,,,,,"  ",p.1.s.1.w.9 p.1.s.1.w.10 p.1.s.1.w.11,"  ","  "
WS-U-E-A-0000004519,overzicht bijlmerenq," giftige lading van het toestel",onder de pet," gehouden hebben . Maar gif",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.4.s.1.w.9 p.4.s.1.w.10 p.4.s.1.w.11,"  ","  "
WS-U-E-A-0000003082,bijlmerenquete 17 2," had niet gevraagd de informatie",onder de pet," te houden . Het was",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.1.w.8 p.2.s.1.w.9 p.2.s.1.w.10,"  ","  "
WR-U-E-A-0000104020,Unspecified," man aaaaaaaanytime alles nog kits",onder de pet," goake :p das waar :D",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",text.1.event.11555.s.1.w.4 text.1.event.11555.s.1.w.5 text.1.event.11555.s.1.w.6,"  ","  "
fn007131,CGN document fn007131," per dag noteren wij .",onder de pet," houden . ja een hele",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,Ond@r d@ pEt,21.1 21.2 21.3,00:02:14.840 00:02:15.163 00:02:15.357,00:02:15.163 00:02:15.357 00:02:15.591
WS-U-E-A-0000002954,bijlmerenquete naar ms," lading van het vliegtuig """,onder de pet," "" hielden . Gelukkig maar",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.3.s.1.w.26 p.3.s.1.w.27 p.3.s.1.w.28,"  ","  "
WS-U-E-A-0000003128,bijlmer (ms)," de vracht van de boeing",onder de pet," hielden . Maar Weck ontkende",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"  ",p.2.s.1.w.14 p.2.s.1.w.15 p.2.s.1.w.16,"  ","  "
fn007222,CGN document fn007222," hield 't als 't ware",onder de pet," zullen we maar zeggen .",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,Ond@r d@ pEt,13.7 13.8 13.9,00:00:40.567 00:00:40.798 00:00:40.879,00:00:40.798 00:00:40.879 00:00:41.151
fn007222,CGN document fn007222," die hebben dus helemaal niets",onder de pet," gehouden . ik vind dat",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,Ond@r d@ pEt,20.17 20.18 20.19,00:00:55.208 00:00:55.412 00:00:55.494,00:00:55.412 00:00:55.494 00:00:55.692
fn007222,CGN document fn007222," ze hebben de verkeerde informatie",onder de pet," gehouden maar ze hebben ...",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,Ond@r d@ pEt,22.7 22.8 22.9,00:00:58.677 00:00:58.889 00:00:58.970,00:00:58.889 00:00:58.970 00:00:59.152
fn007228,CGN document fn007228," maar je ziet bijvoorbeeld d",onder de pet," houden hebben we gezien hè",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,On@ d@ pEt,89.7 89.8 89.9,00:04:51.782 00:04:51.963 00:04:52.069,00:04:51.963 00:04:52.069 00:04:52.265
fn007228,CGN document fn007228," gegeven van dit houden we",onder de pet," . en of 't dan",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,On[] @ pEt,105.14 105.15 105.16,00:05:38.745 00:05:38.907 00:05:39.010,00:05:38.907 00:05:39.010 00:05:39.209
fn007372,CGN document fn007372," het allercorrectste . zwijgen of",onder de pet," houden . bovendien wordt de",onder de pet,"VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",VZ LID N,,,,,,,,,,,,,,,,,,,,,,,Ond@ t@ pEt,39.3 39.4 39.5,00:03:28.654 00:03:28.896 00:03:29.064,00:03:28.896 00:03:29.064 00:03:29.371
