"","idiom_id","doc_id","doc_name","left_context","idiom_found","right_context","idiom_lemma","pos","pos_head","xml_id","with_verb","verb","amountofnouns","id","doc_type","doc_type_name","sentenceid","most_common_lemma","idiom_length_orig","idiom_length_this"
"16597",53,"WR-P-P-G-0000171731","No title available."," en toe wat klusjes op","voor een appel en een ei"," . Reden van overlijden :","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.5.s.4.w.8 p.5.s.4.w.9 p.5.s.4.w.10 p.5.s.4.w.11 p.5.s.4.w.12 p.5.s.4.w.13",0,"",2,16597,"WR-P-P-G","newspapers","WR-P-P-G-0000171731-p.5.s.4","voor een appel en een ei",6,6
"16461",53,"WR-P-P-G-0000158034","Broos optimisme bij reisbladen"," en America , magazines die","voor een appel en een ei"," worden gemaakt en advertentiepagina's tegen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.12.s.4.w.13 p.12.s.4.w.14 p.12.s.4.w.15 p.12.s.4.w.16 p.12.s.4.w.17 p.12.s.4.w.18",0,"",2,16461,"WR-P-P-G","newspapers","WR-P-P-G-0000158034-p.12.s.4","voor een appel en een ei",6,6
"16525",53,"WR-P-P-G-0000262911","Zonder muziek was ik gek geworden"," hele toffe , mooie appartementen","voor een appel en een ei"," . Als je wou werken","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.8.s.2.w.8 p.8.s.2.w.9 p.8.s.2.w.10 p.8.s.2.w.11 p.8.s.2.w.12 p.8.s.2.w.13",0,"",2,16525,"WR-P-P-G","newspapers","WR-P-P-G-0000262911-p.8.s.2","voor een appel en een ei",6,6
"16546",53,"WR-P-P-G-0000183030","Pop u Leuvenaar Anton Walgrave breekt uit de troosteloze singer-songwriterhoek"," naar Londen getrokken om er","voor een appel en een ei"," in pubs te spelen .","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.20.s.1.w.17 p.20.s.1.w.18 p.20.s.1.w.19 p.20.s.1.w.20 p.20.s.1.w.21 p.20.s.1.w.22",0,"",2,16546,"WR-P-P-G","newspapers","WR-P-P-G-0000183030-p.20.s.1","voor een appel en een ei",6,6
"16496",53,"WR-P-P-H-0000087159","Een proces van lange duur"," kolonisatie . De kolonisatoren kochten","voor een appel en een ei"," gemeenschapsgronden op van lokale dorpshoofden","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.11.s.2.w.4 p.11.s.2.w.5 p.11.s.2.w.6 p.11.s.2.w.7 p.11.s.2.w.8 p.11.s.2.w.9",0,"",2,16496,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000087159-p.11.s.2","voor een appel en een ei",6,6
"16573",53,"WR-P-P-G-0000091400","Lieneke Dijkzeul vertelt over een voetbaldroom"," slachtoffer van een mensenhandelaar die","voor een appel en een ei"," voetballertjes naar hier haalt om","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.3.s.2.w.29 p.3.s.2.w.30 p.3.s.2.w.31 p.3.s.2.w.32 p.3.s.2.w.33 p.3.s.2.w.34",0,"",2,16573,"WR-P-P-G","newspapers","WR-P-P-G-0000091400-p.3.s.2","voor een appel en een ei",6,6
"16401",53,"WR-P-E-A-0000814837","Rusland erkent onafhankelijkheid Zuid-Ossetië en Abchazië"," Yeltsin werden de meeste bedrijven","voor een appel en een ei"," door opportunisten verkocht aan het","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.1.s.3.w.24 p.1.s.3.w.25 p.1.s.3.w.26 p.1.s.3.w.27 p.1.s.3.w.28 p.1.s.3.w.29",0,"",2,16401,"WR-P-E-A","discussion lists","WR-P-E-A-0000814837-p.1.s.3","voor een appel en een ei",6,6
"16515",53,"WR-P-P-H-0000085818","Geen slecht woord over Jan"," Ze hebben Budka en Vonasek","voor een appel en een ei"," gehad , Koller voor de","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.28.s.2.w.6 p.28.s.2.w.7 p.28.s.2.w.8 p.28.s.2.w.9 p.28.s.2.w.10 p.28.s.2.w.11",0,"",2,16515,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000085818-p.28.s.2","voor een appel en een ei",6,6
"16404",53,"WR-P-E-A-0000757926","Hoezo arbeidsmarkt moet gesplitst worden?"," . Ze doen het niet","voor een appel en een ei"," . De buitenlanders die Vlaanderen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.1.s.2.w.5 p.1.s.2.w.6 p.1.s.2.w.7 p.1.s.2.w.8 p.1.s.2.w.9 p.1.s.2.w.10",0,"",2,16404,"WR-P-E-A","discussion lists","WR-P-E-A-0000757926-p.1.s.2","voor een appel en een ei",6,6
"16475",53,"WR-P-P-H-0000013399","De verrijzenis"," echter geen participatie die we","voor een appel en een ei"," van de hand willen doen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.4.s.2.w.20 p.4.s.2.w.21 p.4.s.2.w.22 p.4.s.2.w.23 p.4.s.2.w.24 p.4.s.2.w.25",0,"",2,16475,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000013399-p.4.s.2","voor een appel en een ei",6,6
"16532",53,"WR-P-P-G-0000397571","Defour verbreekt contract"," miljoen euro waard is ,","voor een appel en een ei"," vertrekken . Ik ben ontgoocheld","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.5.s.1.w.27 p.5.s.1.w.28 p.5.s.1.w.29 p.5.s.1.w.30 p.5.s.1.w.31 p.5.s.1.w.32",0,"",2,16532,"WR-P-P-G","newspapers","WR-P-P-G-0000397571-p.5.s.1","voor een appel en een ei",6,6
"16529",53,"WR-P-P-G-0000065095","Turks strand voor habbekrats"," zijn niet de enigen die","voor een appel en een ei"," in Turkije zitten : iedereen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.3.s.1.w.10 p.3.s.1.w.11 p.3.s.1.w.12 p.3.s.1.w.13 p.3.s.1.w.14 p.3.s.1.w.15",0,"",2,16529,"WR-P-P-G","newspapers","WR-P-P-G-0000065095-p.3.s.1","voor een appel en een ei",6,6
"16583",53,"WR-P-P-G-0000031739","F I L M"," gedegenereerde familie kanibalen . Gemaakt","voor een appel en een ei"," , maar in de loop","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.16.s.1.w.2 p.16.s.1.w.3 p.16.s.1.w.4 p.16.s.1.w.5 p.16.s.1.w.6 p.16.s.1.w.7",0,"",2,16583,"WR-P-P-G","newspapers","WR-P-P-G-0000031739-p.16.s.1","voor een appel en een ei",6,6
"16572",53,"WR-P-P-G-0000649060","""Ik speel niet voor een appel en een ei''",""" Ik speel niet","voor een appel en een ei"," "" Jürgen GERIL Philippe Léonard","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","head.1.s.1.w.5 head.1.s.1.w.6 head.1.s.1.w.7 head.1.s.1.w.8 head.1.s.1.w.9 head.1.s.1.w.10",0,"",2,16572,"WR-P-P-G","newspapers","WR-P-P-G-0000649060-head.1.s.1","voor een appel en een ei",6,6
"16575",53,"WR-P-P-G-0000503677","Campagne 'Patrick' kostte 8.499 euro"," politieke spectrum raakten veel VB-kandidaten","voor een appel en een ei"," verkozen . Anke Vandermeersch bijvoorbeeld","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.9.s.7.w.13 p.9.s.7.w.14 p.9.s.7.w.15 p.9.s.7.w.16 p.9.s.7.w.17 p.9.s.7.w.18",0,"",2,16575,"WR-P-P-G","newspapers","WR-P-P-G-0000503677-p.9.s.7","voor een appel en een ei",6,6
"16402",53,"WR-P-E-A-0000610517","Chiro en Vredeseilanden"," omdat we grondstoffen enz ...","voor een appel en een ei"," uit de ontwikkelingslanden wegslepen .","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.1.s.1.w.7 p.1.s.1.w.8 p.1.s.1.w.9 p.1.s.1.w.10 p.1.s.1.w.11 p.1.s.1.w.12",0,"",2,16402,"WR-P-E-A","discussion lists","WR-P-E-A-0000610517-p.1.s.1","voor een appel en een ei",6,6
"16448",53,"WR-P-P-B-0000000239","Vergenoeg"," plek ontdekt , verwaarloosde bouwsels","voor een appel en een ei"," opgekocht en in weekendverblijven veranderd","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.277.s.2.w.12 p.277.s.2.w.13 p.277.s.2.w.14 p.277.s.2.w.15 p.277.s.2.w.16 p.277.s.2.w.17",0,"",2,16448,"WR-P-P-B","books","WR-P-P-B-0000000239-p.277.s.2","voor een appel en een ei",6,6
"16535",53,"WR-P-P-G-0000169807","Veldhuis bezorgt haar trainer eerherstel"," in zijn sport steekt ,","voor een appel en een ei"," en voor dag en dauw","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13 p.5.s.1.w.14 p.5.s.1.w.15 p.5.s.1.w.16",0,"",2,16535,"WR-P-P-G","newspapers","WR-P-P-G-0000169807-p.5.s.1","voor een appel en een ei",6,6
"16502",53,"WR-P-P-H-0000147890","Wat moet dat kosten?"," in eigen kring en vooral","voor een appel en een ei"," . Harvard fronste de wenkbrauwen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.11.s.3.w.25 p.11.s.3.w.26 p.11.s.3.w.27 p.11.s.3.w.28 p.11.s.3.w.29 p.11.s.3.w.30",0,"",2,16502,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000147890-p.11.s.3","voor een appel en een ei",6,6
"16585",53,"WR-P-P-G-0000101123","KLM-directeur: Luchtvaart zit in crisis zonder weerga"," publiek het gevoel gegeven dat","voor een appel en een ei"," de andere kant van Europa","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.3.s.2.w.9 p.3.s.2.w.10 p.3.s.2.w.11 p.3.s.2.w.12 p.3.s.2.w.13 p.3.s.2.w.14",0,"",2,16585,"WR-P-P-G","newspapers","WR-P-P-G-0000101123-p.3.s.2","voor een appel en een ei",6,6
"16616",53,"WR-P-P-G-0000196156","De kop is eraf voor de Vlaamse garnaal"," garnalen te hebben gevangen .","Voor een appel en een ei"," . "" Net voor de","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.5.s.3.w.1 p.5.s.3.w.2 p.5.s.3.w.3 p.5.s.3.w.4 p.5.s.3.w.5 p.5.s.3.w.6",0,"",2,16616,"WR-P-P-G","newspapers","WR-P-P-G-0000196156-p.5.s.3","voor een appel en een ei",6,6
"16403",53,"WR-P-E-A-0000891873","Zatlappen hater Fanclub"," nog rijdende ) wrakken kopen","voor een appel en een ei"," , en na wat aanpassingen","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.3.s.1.w.19 p.3.s.1.w.20 p.3.s.1.w.21 p.3.s.1.w.22 p.3.s.1.w.23 p.3.s.1.w.24",0,"",2,16403,"WR-P-E-A","discussion lists","WR-P-E-A-0000891873-p.3.s.1","voor een appel en een ei",6,6
"16551",53,"WR-P-P-G-0000183963","Ismael 'Cool' Abdoul bokst morgen in Gent om de Europese titel"," hier in België boks ik","voor een appel en een ei"," . Als ik deze titel","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.21.s.3.w.7 p.21.s.3.w.8 p.21.s.3.w.9 p.21.s.3.w.10 p.21.s.3.w.11 p.21.s.3.w.12",0,"",2,16551,"WR-P-P-G","newspapers","WR-P-P-G-0000183963-p.21.s.3","voor een appel en een ei",6,6
"16457",53,"WR-P-E-J-0000032015","Lijst van uitdrukkingen en gezegden A-E"," die mogelijk nog gaan komen","Voor een appel en een ei"," : Bijzonder goedkoop Appels met","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.1.s.9.w.17 p.1.s.9.w.18 p.1.s.9.w.19 p.1.s.9.w.20 p.1.s.9.w.21 p.1.s.9.w.22",0,"",2,16457,"WR-P-E-J","wikipedia","WR-P-E-J-0000032015-p.1.s.9","voor een appel en een ei",6,6
"16540",53,"WR-P-P-G-0000030880","FILM"," gemaskerde seriemoordenaar geregen . De","voor een appel en een ei"," gemaakte film groeide uit tot","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.8.s.2.w.2 p.8.s.2.w.3 p.8.s.2.w.4 p.8.s.2.w.5 p.8.s.2.w.6 p.8.s.2.w.7",0,"",2,16540,"WR-P-P-G","newspapers","WR-P-P-G-0000030880-p.8.s.2","voor een appel en een ei",6,6
"16498",53,"WR-P-P-H-0000100255","Retourtje Brussel-Hollywood"," film met vrienden en kennissen","voor een appel en een ei"," , en stak er ook","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.6.s.9.w.9 p.6.s.9.w.10 p.6.s.9.w.11 p.6.s.9.w.12 p.6.s.9.w.13 p.6.s.9.w.14",0,"",2,16498,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000100255-p.6.s.9","voor een appel en een ei",6,6
"16541",53,"WR-P-P-G-0000157877","Vjatsjeslav Platonov"," maar hij heeft dat land","voor een appel en een ei"," verkocht ' ) en zijn","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.10.s.2.w.25 p.10.s.2.w.26 p.10.s.2.w.27 p.10.s.2.w.28 p.10.s.2.w.29 p.10.s.2.w.30",0,"",2,16541,"WR-P-P-G","newspapers","WR-P-P-G-0000157877-p.10.s.2","voor een appel en een ei",6,6
"16456",53,"WR-P-E-C-0000018562","Vrolijk supporterend Vlaanderen"," om die dingen te kopen","voor een appel en een ei"," ... ( Gie Cortens )","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.4.s.12.w.12 p.4.s.12.w.13 p.4.s.12.w.14 p.4.s.12.w.15 p.4.s.12.w.16 p.4.s.12.w.17",0,"",2,16456,"WR-P-E-C","e-magazines","WR-P-E-C-0000018562-p.4.s.12","voor een appel en een ei",6,6
"16411",53,"WR-P-E-A-0000211429","Unspecified"," mensen denken dat het allemaal","voor een appel en een ei"," is .... zo vinden sommige","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.3.s.1.w.13 p.3.s.1.w.14 p.3.s.1.w.15 p.3.s.1.w.16 p.3.s.1.w.17 p.3.s.1.w.18",0,"",2,16411,"WR-P-E-A","discussion lists","WR-P-E-A-0000211429-p.3.s.1","voor een appel en een ei",6,6
"16538",53,"WR-P-P-G-0000216441","Architect zonder baksteen in de maag"," eerst twee jaar stage lopen","voor een appel en een ei"," . Dan ontwerp je al","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.7.s.4.w.22 p.7.s.4.w.23 p.7.s.4.w.24 p.7.s.4.w.25 p.7.s.4.w.26 p.7.s.4.w.27",0,"",2,16538,"WR-P-P-G","newspapers","WR-P-P-G-0000216441-p.7.s.4","voor een appel en een ei",6,6
"16479",53,"WR-P-P-H-0000102195","Hoeveel kost een kortfilm ?"," eveneens het beste van zichzelf","voor een appel en een ei"," . De post "" muziek","voor een appel en een ei","VZ(init) LID(onbep,stan,agr) N(soort,ev,basis,zijd,stan) VG(neven) LID(onbep,stan,agr) N(soort,ev,basis,onz,stan)","VZ LID N VG LID N","p.59.s.6.w.9 p.59.s.6.w.10 p.59.s.6.w.11 p.59.s.6.w.12 p.59.s.6.w.13 p.59.s.6.w.14",0,"",2,16479,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000102195-p.59.s.6","voor een appel en een ei",6,6
"17032",54,"WR-P-P-G-0000117231","Wetsontwerp regio-omroep ingetrokken"," pas na de eerste disscussieronde","eieren voor haar geld"," te kiezen . Ze sprak","ei voor haar geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.3.s.1.w.17 p.3.s.1.w.18 p.3.s.1.w.19 p.3.s.1.w.20",0,"",2,17032,"WR-P-P-G","newspapers","WR-P-P-G-0000117231-p.3.s.1","eieren voor zijn geld",4,4
"16669",54,"WR-P-E-A-0000746901","het is opnieuw mosseltijd"," zal uiteindelijk unizo ook wel","eieren voor zijn geld"," kiezen . Wie blijft er","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.2.s.2.w.17 p.2.s.2.w.18 p.2.s.2.w.19 p.2.s.2.w.20",0,"",2,16669,"WR-P-E-A","discussion lists","WR-P-E-A-0000746901-p.2.s.2","eieren voor zijn geld",4,4
"17072",54,"WR-P-P-G-0000028543","Gezocht: burgemeester voor de glazen stad"," intussen kiezen de huidige burgemeesters","eieren voor hun geld"," . Bouwmeester : ' Een","ei voor hun geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.10.s.2.w.7 p.10.s.2.w.8 p.10.s.2.w.9 p.10.s.2.w.10",0,"",2,17072,"WR-P-P-G","newspapers","WR-P-P-G-0000028543-p.10.s.2","eieren voor zijn geld",4,4
"16990",54,"WR-P-P-G-0000082659","Hoogervorst: geen controle op besnijdenis"," Hij verwacht dat de sector","eieren voor zijn geld"," kiest en tot een adequate","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.4.s.4.w.6 p.4.s.4.w.7 p.4.s.4.w.8 p.4.s.4.w.9",0,"",2,16990,"WR-P-P-G","newspapers","WR-P-P-G-0000082659-p.4.s.4","eieren voor zijn geld",4,4
"16999",54,"WR-P-P-G-0000163310","Journalisten als decor in Bush-show"," ook een president wel eens","eieren voor zijn geld"," kiezen . De kijker kan","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.8.s.3.w.23 p.8.s.3.w.24 p.8.s.3.w.25 p.8.s.3.w.26",0,"",2,16999,"WR-P-P-G","newspapers","WR-P-P-G-0000163310-p.8.s.3","eieren voor zijn geld",4,4
"17091",54,"WS-U-E-A-0000268156","Ryanair Aer Lingus"," achteruitgaat , kiest Aer Lingus","eieren voor zijn geld"," . Ryanair wil een nieuwe","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.1.s.5.w.11 p.1.s.5.w.12 p.1.s.5.w.13 p.1.s.5.w.14",0,"",2,17091,"WS-U-E-A","auto cues","WS-U-E-A-0000268156-p.1.s.5","eieren voor zijn geld",4,4
"17076",54,"WR-P-P-G-0000583382","""Ik zie fusie wel zitten''"," krijgen , dan kiezen zij","eieren voor hun geld"," . Dat is toch normaal","ei voor hun geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.4.s.4.w.14 p.4.s.4.w.15 p.4.s.4.w.16 p.4.s.4.w.17",0,"",2,17076,"WR-P-P-G","newspapers","WR-P-P-G-0000583382-p.4.s.4","eieren voor zijn geld",4,4
"16813",54,"WR-P-P-H-0000171956","Kosmische trillingen"," de jaren zeventig koos hij","eieren voor zijn geld"," en besloot een eigen uitgeverij","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.1.s.2.w.7 p.1.s.2.w.8 p.1.s.2.w.9 p.1.s.2.w.10",0,"",2,16813,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000171956-p.1.s.2","eieren voor zijn geld",4,4
"16948",54,"WR-P-P-G-0000008965","Knudde Cup"," Amerikaanse kogelstoter CJ Hunter koos","eieren voor zijn geld"," en maakte vorig jaar een","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.5.s.1.w.12 p.5.s.1.w.13 p.5.s.1.w.14 p.5.s.1.w.15",0,"",2,16948,"WR-P-P-G","newspapers","WR-P-P-G-0000008965-p.5.s.1","eieren voor zijn geld",4,4
"16788",54,"WR-P-P-H-0000051596","Is Afrika bespottelijk?"," , eind jaren zeventig ,","eieren voor hun geld"," ; de juiste beslissing ,","ei voor hun geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.3.s.1.w.13 p.3.s.1.w.14 p.3.s.1.w.15 p.3.s.1.w.16",0,"",2,16788,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000051596-p.3.s.1","eieren voor zijn geld",4,4
"16796",54,"WR-P-P-H-0000148408","Wild geraas"," politici hier op afzienbare termijn","eieren voor hun geld"," kiezen . Von der Dunk","ei voor hun geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.2.s.6.w.23 p.2.s.6.w.24 p.2.s.6.w.25 p.2.s.6.w.26",0,"",2,16796,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000148408-p.2.s.6","eieren voor zijn geld",4,4
"16960",54,"WR-P-P-G-0000311842","Monsieur Henry"," het Bernabeu-stadion . Wenger koos","eieren voor zijn geld"," en bracht met Hleb in","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.1.s.3.w.3 p.1.s.3.w.4 p.1.s.3.w.5 p.1.s.3.w.6",0,"",2,16960,"WR-P-P-G","newspapers","WR-P-P-G-0000311842-p.1.s.3","eieren voor zijn geld",4,4
"17036",54,"WR-P-P-G-0000054250","'Wij zijn niet gewoon, wij zijn een tram'"," net op het laatste moment","eieren voor hun geld"," kiezen en remmen . Om","ei voor hun geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.5.s.6.w.20 p.5.s.6.w.21 p.5.s.6.w.22 p.5.s.6.w.23",0,"",2,17036,"WR-P-P-G","newspapers","WR-P-P-G-0000054250-p.5.s.6","eieren voor zijn geld",4,4
"16802",54,"WR-P-P-H-0000150448","China groeit, in economie en kunst"," kwamen . Nu heeft hij","eieren voor zijn geld"," gekozen en hangen de schilderijen","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.21.s.6.w.4 p.21.s.6.w.5 p.21.s.6.w.6 p.21.s.6.w.7",0,"",2,16802,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000150448-p.21.s.6","eieren voor zijn geld",4,4
"16687",54,"WR-P-P-B-0000000203","De verborgen kleitabletten"," conflictgebieden gewerkt . Hij koos","eieren voor zijn geld"," , die jongen had tenslotte","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.2877.s.4.w.3 p.2877.s.4.w.4 p.2877.s.4.w.5 p.2877.s.4.w.6",0,"",2,16687,"WR-P-P-B","books","WR-P-P-B-0000000203-p.2877.s.4","eieren voor zijn geld",4,4
"16676",54,"WR-P-E-A-0000818264","Russen kopen massaal Europese bedrijven op"," westerse politiek denken , maar","eieren voor zijn geld"," kiezen . ","ei voor zijn geld","N(soort,mv,basis) VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan)","N VZ VNW N","p.6.s.3.w.31 p.6.s.3.w.32 p.6.s.3.w.33 p.6.s.3.w.34",0,"",2,16676,"WR-P-E-A","discussion lists","WR-P-E-A-0000818264-p.6.s.3","eieren voor zijn geld",4,4
