Column1;doc_id;doc_name;left_context;idiom_found;right_context;idiom_lemma;pos;pos_head;xml_id;with_verb;idiom_id;verb;amountofnouns;id;doc_type;doc_type_name;sentenceid;Idiomatic;
15957;WS-U-E-A-0000055833;C7/intro boei; de grote banken kijken voorlopig;de kat uit de boom; . Zo meteen de Europese;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.1.s.1.w.25 p.1.s.1.w.26 p.1.s.1.w.27 p.1.s.1.w.28 p.1.s.1.w.29;0;49;;2;15957;WS-U-E-A;auto cues;WS-U-E-A-0000055833-p.1.s.1;1;
15806;WR-P-P-G-0000212686;Waarom bang zijn om mee te doen?'; . Eigenlijk zouden we eerst;de kat uit de boom; moeten kunnen kijken om te;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.4.s.6.w.5 p.4.s.6.w.6 p.4.s.6.w.7 p.4.s.6.w.8 p.4.s.6.w.9;0;49;;2;15806;WR-P-P-G;newspapers;WR-P-P-G-0000212686-p.4.s.6;1;
15397;WR-P-P-G-0000179333;Het bestuur van Zulte-Waregem laat zich niet gek maken; hun plaats zou ik eerst;de kat uit de boom; kijken en pas over twee;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.10.s.9.w.7 p.10.s.9.w.8 p.10.s.9.w.9 p.10.s.9.w.10 p.10.s.9.w.11;0;49;;2;15397;WR-P-P-G;newspapers;WR-P-P-G-0000179333-p.10.s.9;1;
15641;WR-P-P-G-0000414846;Landen en Kortenaken hebben laagste huurprijzen van Vlaams-Brabant; terugvallen en kijken daarom voorlopig;de kat uit de boom; ( JVB ) ;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.5.s.4.w.14 p.5.s.4.w.15 p.5.s.4.w.16 p.5.s.4.w.17 p.5.s.4.w.18;0;49;;2;15641;WR-P-P-G;newspapers;WR-P-P-G-0000414846-p.5.s.4;1;
15704;WR-P-P-G-0000721565;Margriet Hermans brengt ambiance voor senioren; eerste jaar heb ik wat;de kat uit de boom; gekeken , maar dit jaar;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.2.s.3.w.7 p.2.s.3.w.8 p.2.s.3.w.9 p.2.s.3.w.10 p.2.s.3.w.11;0;49;;2;15704;WR-P-P-G;newspapers;WR-P-P-G-0000721565-p.2.s.3;1;
15894;WR-P-P-G-0000282403;Vandousselaere snelste in spurt bij juniores; Vervolgens heb ik enkele ronden;de kat uit de boom; gekeken om in de voorlaatste;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.3.s.5.w.6 p.3.s.5.w.7 p.3.s.5.w.8 p.3.s.5.w.9 p.3.s.5.w.10;0;49;;2;15894;WR-P-P-G;newspapers;WR-P-P-G-0000282403-p.3.s.5;1;
15614;WR-P-P-G-0000670702;"""Ambities blijven onveranderd"; eerste tien matchen kijken we;de kat uit de boom; . Blessures , schorsingen ,;de kat uit de boom;LID(bep,stan,rest) N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan);LID N VZ LID N;p.3.s.5.w.7 p.3.s.5.w.8 p.3.s.5.w.9 p.3.s.5.w.10 p.3.s.5.w.11;0;49;;2;15614;WR-P-P-G;newspapers;WR-P-P-G-0000670702-p.3.s.5;1;
15980;WR-P-E-G-0000010231;Subtitles for Gentse Waterzooi (4) - Gambia; Mister Small kent de markt;op z'n duimpje; . Hij wijst de weg;op zijn duim;VZ(init) VNW(bez,det,stan,red,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.23.s.1.w.6 p.23.s.1.w.7 p.23.s.1.w.8;0;50;;1;15980;WR-P-E-G;subtitles;WR-P-E-G-0000010231-p.23.s.1;1;
16025;WR-P-P-H-0000058519;De moord in het stortbad; de kaart van New York;op zijn duimpje; . Maar vooral in hun;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.25.s.2.w.18 p.25.s.2.w.19 p.25.s.2.w.20;0;50;;1;16025;WR-P-P-H;periodicals magazines;WR-P-P-H-0000058519-p.25.s.2;1;
15978;WR-P-E-G-0000003983;Subtitles for Afrit 9 (28/4/2003); Jij moet Oostende toch wel;op je duimpje; kennen ? Ja , maar;op je duim;VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.71.s.1.w.6 p.71.s.1.w.7 p.71.s.1.w.8;0;50;;1;15978;WR-P-E-G;subtitles;WR-P-E-G-0000003983-p.71.s.1;1;
16015;WR-P-P-H-0000150346;«Daer geschiede groote moort»; het werk van deze pastoor;op zijn duimpje; , maar hij heeft zo;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.23.s.3.w.8 p.23.s.3.w.9 p.23.s.3.w.10;0;50;;1;16015;WR-P-P-H;periodicals magazines;WR-P-P-H-0000150346-p.23.s.3;1;
16125;WS-U-E-A-0000000152;Unspecified; stuur - die de stad;op haar duimpje; kent - is het zoeken;op haar duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.37.s.2.w.15 p.37.s.2.w.16 p.37.s.2.w.17;0;50;;1;16125;WS-U-E-A;auto cues;WS-U-E-A-0000000152-p.37.s.2;1;
16062;WR-P-P-G-0000610102;"""Omloop ken ik op mijn duimpje"; Ik ken de omloop alvast;op mijn duimpje; . Met een strook vals;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.4.w.6 p.4.s.4.w.7 p.4.s.4.w.8;0;50;;1;16062;WR-P-P-G;newspapers;WR-P-P-G-0000610102-p.4.s.4;1;
16066;WR-P-P-G-0000133162;Het geweld kwam van links; theorieën over geweld als strategie;op zijn duimpje; . De oorsprong , zo;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.14.s.1.w.23 p.14.s.1.w.24 p.14.s.1.w.25;0;50;;1;16066;WR-P-P-G;newspapers;WR-P-P-G-0000133162-p.14.s.1;1;
15982;WR-P-P-B-0000000184;Een woord van jou; Uiteindelijk kende ik Madrid natuurlijk;op mijn duimpje; . Met plezier had ik;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.37.s.4.w.6 p.37.s.4.w.7 p.37.s.4.w.8;0;50;;1;15982;WR-P-P-B;books;WR-P-P-B-0000000184-p.37.s.4;1;
16056;WR-P-P-G-0000584923;"""E�n scheepslading is goed voor twintig tankwagens''"; kennen de route dan ook;op hun duimpje; . Een levering met het;op hun duim;VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.6.s.3.w.7 p.6.s.3.w.8 p.6.s.3.w.9;0;50;;1;16056;WR-P-P-G;newspapers;WR-P-P-G-0000584923-p.6.s.3;1;
16090;WR-P-P-G-0000405685;Thuis-regisseur maakt juniorversie van «De Kreken Spreken»; zij kennen de polders natuurlijk;op hun duimpje; . Daarnaast leende de bekende;op hun duim;VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.5.s.4.w.14 p.5.s.4.w.15 p.5.s.4.w.16;0;50;;1;16090;WR-P-P-G;newspapers;WR-P-P-G-0000405685-p.5.s.4;1;
16049;WR-P-P-G-0000462858;Artikel zonder titel; ( 52 ) kent Bocholt;op zijn duimpje; . Hij weet precies waar;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.1.w.8 p.3.s.1.w.9 p.3.s.1.w.10;0;50;;1;16049;WR-P-P-G;newspapers;WR-P-P-G-0000462858-p.3.s.1;1;
16012;WR-P-P-H-0000076355;KBC BANK; kent het metier van bankier;op zijn duimpje; . Hij bezoekt cocktails als;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.3.w.12 p.3.s.3.w.13 p.3.s.3.w.14;0;50;;1;16012;WR-P-P-H;periodicals magazines;WR-P-P-H-0000076355-p.3.s.3;1;
16079;WR-P-P-G-0000661106;Derde titel Gerrit Schellens?; lange afstand kent het parcours;op zijn duimpje; . Vier jaar na elkaar;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1.s.3.w.11 p.1.s.3.w.12 p.1.s.3.w.13;0;50;;1;16079;WR-P-P-G;newspapers;WR-P-P-G-0000661106-p.1.s.3;1;
16103;WR-P-P-G-0000615614;"""Opnieuw hoge ogen gooien"; ken er ondertussen het parcours;op mijn duimpje;" . "" Toch vertrek ik";op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.7.w.7 p.3.s.7.w.8 p.3.s.7.w.9;0;50;;1;16103;WR-P-P-G;newspapers;WR-P-P-G-0000615614-p.3.s.7;1;
16000;WR-P-P-B-0000000199;Bloedbanden; feit dat Puddu het gebied;op zijn duimpje; kende , en de hulp;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1729.s.3.w.17 p.1729.s.3.w.18 p.1729.s.3.w.19;0;50;;1;16000;WR-P-P-B;books;WR-P-P-B-0000000199-p.1729.s.3;1;
16101;WR-P-P-G-0000153377;Verdwalen in vochtige kilte; lichtbron kent hij de weg;op zijn duimpje; . Eeuwenoude graffiti op de;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.3.w.8 p.3.s.3.w.9 p.3.s.3.w.10;0;50;;1;16101;WR-P-P-G;newspapers;WR-P-P-G-0000153377-p.3.s.3;1;
16110;WR-P-P-G-0000001751;Bizar; Amstel en het netwerk daaromheen;op zijn duimpje; kent en bij tijd en;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.1.w.27 p.2.s.1.w.28 p.2.s.1.w.29;0;50;;1;16110;WR-P-P-G;newspapers;WR-P-P-G-0000001751-p.2.s.1;1;
16031;WR-P-P-H-0000128009;De Camargue -- Land wordt langzaam zee; de paarden kennen het gebied;op hun duimpje; . We komen weinig andere;op hun duim;VZ(init) VNW(bez,det,stan,vol,3,mv,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.15.s.2.w.21 p.15.s.2.w.22 p.15.s.2.w.23;0;50;;1;16031;WR-P-P-H;periodicals magazines;WR-P-P-H-0000128009-p.15.s.2;1;
16082;WR-P-P-G-0000366718;«Ik heb ze allemaal een dikke sigaar gegeven»; Ternattenaar kende ik de omloop;op mijn duimpje; : een voordeel . Maandag;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.4.w.7 p.4.s.4.w.8 p.4.s.4.w.9;0;50;;1;16082;WR-P-P-G;newspapers;WR-P-P-G-0000366718-p.4.s.4;1;
16018;WR-P-P-H-0000173814;Mijn kalenderwijsheden; en outs van de sport;op zijn duimpje; kent . Ben ik te;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1.s.3.w.10 p.1.s.3.w.11 p.1.s.3.w.12;0;50;;1;16018;WR-P-P-H;periodicals magazines;WR-P-P-H-0000173814-p.1.s.3;1;
16075;WR-P-P-G-0000043571;21 Nederlanders in de Limburgse heuvels;" : "" Ken het parkoers";op m'n duimpje; . Ik hoop op een;op m'n duim;VZ(init) VNW(bez,det,stan,red,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.1.w.12 p.4.s.1.w.13 p.4.s.1.w.14;0;50;;1;16075;WR-P-P-G;newspapers;WR-P-P-G-0000043571-p.4.s.1;1;
16106;WR-P-P-G-0000623859;"""Wind speelt hoofdrol"; Het parcours ken je ongetwijfeld;op je duimpje;" ? "" Liedekerke ligt op";op je duim;VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.1.w.6 p.3.s.1.w.7 p.3.s.1.w.8;0;50;;1;16106;WR-P-P-G;newspapers;WR-P-P-G-0000623859-p.3.s.1;1;
15968;WR-P-E-G-0000004536;Subtitles for Gentse Waterzooi V (3) - Algarve; deze grillige kust kent hij;op zijn duimpje; . Het is een spannende;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.101.s.1.w.17 p.101.s.1.w.18 p.101.s.1.w.19;0;50;;1;15968;WR-P-E-G;subtitles;WR-P-E-G-0000004536-p.101.s.1;1;
16065;WR-P-P-G-0000464381;Van Canada naar; Leslie weliswaar die de stad;op haar duimpje; kent . We cruisen van;op haar duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.26.s.1.w.17 p.26.s.1.w.18 p.26.s.1.w.19;0;50;;1;16065;WR-P-P-G;newspapers;WR-P-P-G-0000464381-p.26.s.1;1;
16046;WR-P-P-H-0000099531;Staalhard zal het eraan toe gaan; Morgan Stanley die de staalsector;op zijn duimpje;" kent . "" Alle medewerkers";op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.14.s.5.w.14 p.14.s.5.w.15 p.14.s.5.w.16;0;50;;1;16046;WR-P-P-H;periodicals magazines;WR-P-P-H-0000099531-p.14.s.5;1;
16077;WR-P-P-G-0000403931;«Nog een bewijs dat ik sterker werd»; Uiteraard ken ik de omloop;op mijn duimpje; . Vorig jaar werd ik;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.1.w.6 p.2.s.1.w.7 p.2.s.1.w.8;0;50;;1;16077;WR-P-P-G;newspapers;WR-P-P-G-0000403931-p.2.s.1;1;
16068;WR-P-P-G-0000306306;Hallenaar enige Nederlandstalige gids in Zuid-Frans Aigoual-massief; nu ken ik de streek;op mijn duimpje; Van de occasionele wandelaar tot;op mijn duimpje;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.3.w.17 p.3.s.3.w.18 p.3.s.3.w.19;0;50;;1;16068;WR-P-P-G;newspapers;WR-P-P-G-0000306306-p.3.s.3;1;
15973;WR-P-E-A-0004862111;Geen fan; van 9 die kent ie;op zijn duimpje; , maar 17x9 uit het;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.5.s.1.w.32 p.5.s.1.w.33 p.5.s.1.w.34;0;50;;1;15973;WR-P-E-A;discussion lists;WR-P-E-A-0004862111-p.5.s.1;1;
15986;WR-P-E-L-0000000361;Unspecified; . Weliswaar ken ik dat;op mijn duimpje; maar Thijs kent 't als;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;text.1.event.957.s.3.w.5 text.1.event.957.s.3.w.6 text.1.event.957.s.3.w.7;0;50;;1;15986;WR-P-E-L;tweets;WR-P-E-L-0000000361-text.1.event.957.s.3;1;
16076;WR-P-P-G-0000062191;De coup van Giscard; Hij kent de Europese Unie;op zijn duimpje; . ' Giscard heeft wel;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.5.s.3.w.6 p.5.s.3.w.7 p.5.s.3.w.8;0;50;;1;16076;WR-P-P-G;newspapers;WR-P-P-G-0000062191-p.5.s.3;1;
16126;WS-U-T-B-0000000295;Unspecified; kende ik station Den Bosch;op mijn duimpje; . Ik voelde precies aan;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.10.s.8.w.11 p.10.s.8.w.12 p.10.s.8.w.13;0;50;;1;16126;WS-U-T-B;texts for the visually impaired;WS-U-T-B-0000000295-p.10.s.8;1;
16070;WR-P-P-G-0000619240;"""Klaar voor 3-daagse van Axel"; achtertuin en ken het parcours;op mijn duimpje; terwijl het me zeker niet;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.9.w.12 p.2.s.9.w.13 p.2.s.9.w.14;0;50;;1;16070;WR-P-P-G;newspapers;WR-P-P-G-0000619240-p.2.s.9;1;
15975;WR-P-E-A-0006185297;Hallo maar weer; ligt lekker in haar hangmatje;op haar duimpje; te zuigen . Warm weer;op haar duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.1.w.7 p.4.s.1.w.8 p.4.s.1.w.9;0;50;;1;15975;WR-P-E-A;discussion lists;WR-P-E-A-0006185297-p.4.s.1;1;
16096;WR-P-P-G-0000188003;Villa Politica maakt uitstapje naar Europees Parlement; Het Europees Parlement kent hij;op zijn duimpje;" . "" Het is een";op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.2.w.6 p.4.s.2.w.7 p.4.s.2.w.8;0;50;;1;16096;WR-P-P-G;newspapers;WR-P-P-G-0000188003-p.4.s.2;1;
16089;WR-P-P-G-0000424062;Bart Laeremans gelooft in de eindoverwinning; we de rit naar Affligem;op ons duimpje; . Geert Steurs won er;op ons duim;VZ(init) VNW(bez,det,stan,vol,1,mv,prenom,zonder,evon) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.3.w.8 p.4.s.3.w.9 p.4.s.3.w.10;0;50;;1;16089;WR-P-P-G;newspapers;WR-P-P-G-0000424062-p.4.s.3;1;
16033;WR-P-P-H-0000124361;Jean M. Auel -- Theekransje; legendarische Chauvet-spelonk als pronkstuk -;op haar duimpje; . Ayla , het hoofdper-sonage;op haar duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1.s.3.w.22 p.1.s.3.w.23 p.1.s.3.w.24;0;50;;1;16033;WR-P-P-H;periodicals magazines;WR-P-P-H-0000124361-p.1.s.3;1;
16117;WR-P-P-G-0000218025;Bescheiden imperiumbouwer; al kent hij de markt;op zijn duimpje; en is hij een handig;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.6.s.2.w.19 p.6.s.2.w.20 p.6.s.2.w.21;0;50;;1;16117;WR-P-P-G;newspapers;WR-P-P-G-0000218025-p.6.s.2;1;
16064;WR-P-P-G-0000153205;Nog maar acht van de honderd jaar; kende hij de socialistische klassieken;op z'n duimpje; . Hij was zelfs nauwelijks;op z'n duim;VZ(init) VNW(bez,det,stan,red,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.12.s.5.w.18 p.12.s.5.w.19 p.12.s.5.w.20;0;50;;1;16064;WR-P-P-G;newspapers;WR-P-P-G-0000153205-p.12.s.5;1;
16047;WR-P-P-G-0000270789;Russische Sami dromen van rendieren op toendra; aan de Barentszzee strekt ,;op zijn duimpje; . Maar de nieuwelingen die;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.14.s.4.w.16 p.14.s.4.w.17 p.14.s.4.w.18;0;50;;1;16047;WR-P-P-G;newspapers;WR-P-P-G-0000270789-p.14.s.4;1;
16032;WR-P-P-H-0000129960;Op citytrip; jaar , kent de stad;op haar duimpje; en schrijft in haar wekelijkse;op haar duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.4.s.2.w.13 p.4.s.2.w.14 p.4.s.2.w.15;0;50;;1;16032;WR-P-P-H;periodicals magazines;WR-P-P-H-0000129960-p.4.s.2;1;
15994;WR-P-P-B-0000000183;Een onverwachte wending; dat ik de metrokaart nu;op mijn duimpje; ken . Er zijn buurten;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.870.s.4.w.10 p.870.s.4.w.11 p.870.s.4.w.12;0;50;;1;15994;WR-P-P-B;books;WR-P-P-B-0000000183-p.870.s.4;1;
16038;WR-P-P-H-0000129987;Mevrouw Taxichauffeur; en de Bronx ken ik;op mijn duimpje; . In Staten Island kom;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.3.s.5.w.12 p.3.s.5.w.13 p.3.s.5.w.14;0;50;;1;16038;WR-P-P-H;periodicals magazines;WR-P-P-H-0000129987-p.3.s.5;1;
15998;WR-P-P-B-0000000114;De voorlaatste droom; praten . Hij kende Parijs;op zijn duimpje; en beheerste het Frans ,;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1967.s.4.w.4 p.1967.s.4.w.5 p.1967.s.4.w.6;0;50;;1;15998;WR-P-P-B;books;WR-P-P-B-0000000114-p.1967.s.4;1;
16007;WR-P-P-G-0000661104;"""Het zijn steeds weer dezelfde namen"; lange afstand kent het parcours;op zijn duimpje; . Vier jaar na elkaar;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.1.w.11 p.2.s.1.w.12 p.2.s.1.w.13;0;50;;1;16007;WR-P-P-G;newspapers;WR-P-P-G-0000661104-p.2.s.1;1;
16058;WR-P-P-G-0000591634;"""Genieten in achtertuin"; Je kent de selectieve omloop;op je duimpje; en je weet dus dat;op je duim;VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.1.w.6 p.2.s.1.w.7 p.2.s.1.w.8;0;50;;1;16058;WR-P-P-G;newspapers;WR-P-P-G-0000591634-p.2.s.1;1;
15970;WR-P-E-G-0000008658;Subtitles for Gentse Waterzooi V (3) - Algarve; deze grillige kust kent hij;op zijn duimpje; . Het is een spannende;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.101.s.1.w.17 p.101.s.1.w.18 p.101.s.1.w.19;0;50;;1;15970;WR-P-E-G;subtitles;WR-P-E-G-0000008658-p.101.s.1;1;
16011;WR-P-P-B-0000000241;Een Palestijnse affaire; betrouwbaar . Kent de woestijn;op zijn duimpje; . Je wordt echt in;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.910.s.12.w.4 p.910.s.12.w.5 p.910.s.12.w.6;0;50;;1;16011;WR-P-P-B;books;WR-P-P-B-0000000241-p.910.s.12;1;
16093;WR-P-P-G-0000663288;Drie zeges in acht dagen; ik ken het parcours uiteraard;op mijn duimpje; en overleefde de solo .;op mijn duim;VZ(init) VNW(bez,det,stan,vol,1,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.2.s.5.w.17 p.2.s.5.w.18 p.2.s.5.w.19;0;50;;1;16093;WR-P-P-G;newspapers;WR-P-P-G-0000663288-p.2.s.5;1;
16102;WR-P-P-G-0000247186;"""We kennen het achterland beter dan de streek van Breda''"; ? Wij kennen de gemeente;op ons duimpje; : de straatnamen , de;op ons duim;VZ(init) VNW(bez,det,stan,vol,1,mv,prenom,zonder,evon) N(soort,ev,dim,onz,stan);VZ VNW N;p.9.s.7.w.5 p.9.s.7.w.6 p.9.s.7.w.7;0;50;;1;16102;WR-P-P-G;newspapers;WR-P-P-G-0000247186-p.9.s.7;1;
16028;WR-P-P-H-0000172354;Osewoudt zoekt dorbeck; omgeving van zijn moederlijk huis;op zijn duimpje; kent , verdwaalt hij soms;op zijn duim;VZ(init) VNW(bez,det,stan,vol,3,ev,prenom,zonder,agr) N(soort,ev,dim,onz,stan);VZ VNW N;p.1.s.1.w.10 p.1.s.1.w.11 p.1.s.1.w.12;0;50;;1;16028;WR-P-P-H;periodicals magazines;WR-P-P-H-0000172354-p.1.s.1;1;
16142;WR-P-E-A-0000399652;Hogere voedselprijzen in 2008?; dat de Chinezen ons de;oren van het hoofd; aan het vreten zijn .;oor van het hoofd;N(soort,mv,basis) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan);N VZ LID N;p.2.s.1.w.14 p.2.s.1.w.15 p.2.s.1.w.16 p.2.s.1.w.17;0;51;;2;16142;WR-P-E-A;discussion lists;WR-P-E-A-0000399652-p.2.s.1;0;"oren van het hoofd ETEN --> Vlaamse 
uitdrukking? Maar hier wel duidelijk dat werkwoord toevoegen niet kan,m heeel veel; varianten: kletsen, lullen, praten, zeuren, etc"
16198;WR-P-P-H-0000004730;Zo ver ben ik nog nooit gegaan; die me al jaren de;oren van het hoofd; zeuren - maar ook de;oor van het hoofd;N(soort,mv,basis) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan);N VZ LID N;p.53.s.7.w.14 p.53.s.7.w.15 p.53.s.7.w.16 p.53.s.7.w.17;0;51;;2;16198;WR-P-P-H;periodicals magazines;WR-P-P-H-0000004730-p.53.s.7;1;
16156;WR-P-E-A-0005918925;Ach gos; opgeknapt is een tijdje de;oren van je hoofd; : - ) . Sterkte;oor van je hoofd;N(soort,mv,basis) VZ(init) VNW(bez,det,stan,red,2v,ev,prenom,zonder,agr) N(soort,ev,basis,onz,stan);N VZ VNW N;p.1.s.4.w.12 p.1.s.4.w.13 p.1.s.4.w.14 p.1.s.4.w.15;0;51;;2;16156;WR-P-E-A;discussion lists;WR-P-E-A-0005918925-p.1.s.4;1;
