"","doc_id","doc_name","left_context","idiom_found","right_context","idiom_lemma","pos","pos_head","xml_id","with_verb","idiom_id","verb","amountofnouns","id","doc_type","doc_type_name","sentenceid"
"11747","WR-P-E-A-0000402328","Allochtonen krijgen sneller gevangenisstraf"," wetenschappelijk onderzoeker , die de","vinger aan de pols"," van de samenleving houdt .","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.4.w.13 p.3.s.4.w.14 p.3.s.4.w.15 p.3.s.4.w.16",0,43,"",2,11747,"WR-P-E-A","discussion lists","WR-P-E-A-0000402328-p.3.s.4"
"12119","WR-P-P-G-0000059761","Televisie en Radio Voorkeur"," . RTL4 , 22.30-23.30u .","Vinger aan de pols"," . Gesprek met Radboud en","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.11.s.1.w.1 p.11.s.1.w.2 p.11.s.1.w.3 p.11.s.1.w.4",0,43,"",2,12119,"WR-P-P-G","newspapers","WR-P-P-G-0000059761-p.11.s.1"
"11961","WR-P-P-G-0000202625","No title available."," van zes jaar letterlijk de","vinger aan de pols"," houden . "" Natuurlijk ,","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.2.w.11 p.8.s.2.w.12 p.8.s.2.w.13 p.8.s.2.w.14",0,43,"",2,11961,"WR-P-P-G","newspapers","WR-P-P-G-0000202625-p.8.s.2"
"12140","WR-P-P-G-0000212343","Planet of the Apes"," . De apenplaneet had de","vinger aan de pols"," van de tijd . De","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.9.w.5 p.7.s.9.w.6 p.7.s.9.w.7 p.7.s.9.w.8",0,43,"",2,12140,"WR-P-P-G","newspapers","WR-P-P-G-0000212343-p.7.s.9"
"12087","WR-P-P-G-0000214539","De steile opgang van Q-music"," "" Q houdt beter de","vinger aan de pols"," van wat leeft in de","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.13.s.3.w.6 p.13.s.3.w.7 p.13.s.3.w.8 p.13.s.3.w.9",0,43,"",2,12087,"WR-P-P-G","newspapers","WR-P-P-G-0000214539-p.13.s.3"
"11834","WR-P-P-K-0000000028","Hoofdstuk 15: Problemen bij de uitvoering"," ten slotte zochten om een","vinger aan de pols"," te houden wat betreft de","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.190.s.1.w.12 p.190.s.1.w.13 p.190.s.1.w.14 p.190.s.1.w.15",0,43,"",2,11834,"WR-P-P-K","reports","WR-P-P-K-0000000028-p.190.s.1"
"12074","WR-P-P-G-0000153590","VVD-middel erger dan de kwaal"," toekomst op dit punt een","vinger aan de pols"," blijven houden . De inspectie","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.11.s.4.w.11 p.11.s.4.w.12 p.11.s.4.w.13 p.11.s.4.w.14",0,43,"",2,12074,"WR-P-P-G","newspapers","WR-P-P-G-0000153590-p.11.s.4"
"12127","WR-P-P-G-0000028043","Topdesign uit Nederland"," Vereniging van Huisvrouwen hield een","vinger aan de pols"," . Praktische vondsten als een","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.20.s.3.w.8 p.20.s.3.w.9 p.20.s.3.w.10 p.20.s.3.w.11",0,43,"",2,12127,"WR-P-P-G","newspapers","WR-P-P-G-0000028043-p.20.s.3"
"11780","WR-P-P-G-0000166591","Dik en lekker"," te geven dat ze naar","Vinger aan de pols"," gingen kijken . De kijkavond","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.8.w.17 p.3.s.8.w.18 p.3.s.8.w.19 p.3.s.8.w.20",0,43,"",2,11780,"WR-P-P-G","newspapers","WR-P-P-G-0000166591-p.3.s.8"
"12180","WR-P-P-G-0000017616","Energiemarkt"," het leven geroepen instanties de","vinger aan de pols"," bij stijging van de werkelijke","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.6.w.11 p.2.s.6.w.12 p.2.s.6.w.13 p.2.s.6.w.14",0,43,"",2,12180,"WR-P-P-G","newspapers","WR-P-P-G-0000017616-p.2.s.6"
"12109","WR-P-P-G-0000117824","Eén loket gemeenten voor ouderen"," houden nu al zelf de","vinger aan de pols"," . In zo'n veertig gemeenten","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.1.w.7 p.5.s.1.w.8 p.5.s.1.w.9 p.5.s.1.w.10",0,43,"",2,12109,"WR-P-P-G","newspapers","WR-P-P-G-0000117824-p.5.s.1"
"12178","WR-P-P-G-0000096716","Hollands Dagboek"," het driehoeksoverleg blijven we de","vinger aan de pols"," houden . We liggen op","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.36.s.1.w.10 p.36.s.1.w.11 p.36.s.1.w.12 p.36.s.1.w.13",0,43,"",2,12178,"WR-P-P-G","newspapers","WR-P-P-G-0000096716-p.36.s.1"
"12157","WR-P-P-G-0000201025","(meerdere artikels)"," "" Terwijl veel theatermakers een","vinger aan de pols"," van de tijd proberen te","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.4.w.6 p.2.s.4.w.7 p.2.s.4.w.8 p.2.s.4.w.9",0,43,"",2,12157,"WR-P-P-G","newspapers","WR-P-P-G-0000201025-p.2.s.4"
"12130","WR-P-P-G-0000027421","Bosbessen en wilde zwijnen"," belang dat de VWA de","vinger aan de pols"," houdt en voortdurend het risico","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.3.w.12 p.2.s.3.w.13 p.2.s.3.w.14 p.2.s.3.w.15",0,43,"",2,12130,"WR-P-P-G","newspapers","WR-P-P-G-0000027421-p.2.s.3"
"11920","WR-P-P-H-0000083243","Straatlengte voor"," "" Markets "" houdt de","vinger aan de pols"," van de Amerikaanse financiële markten","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.15.s.2.w.8 p.15.s.2.w.9 p.15.s.2.w.10 p.15.s.2.w.11",0,43,"",2,11920,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000083243-p.15.s.2"
"11973","WR-P-P-G-0000674155","""Rust vlakbij job''"," het buitenland maar houdt de","vinger aan de pols"," van Kontich . Dat hij","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.1.w.10 p.3.s.1.w.11 p.3.s.1.w.12 p.3.s.1.w.13",0,43,"",2,11973,"WR-P-P-G","newspapers","WR-P-P-G-0000674155-p.3.s.1"
"12118","WR-P-P-G-0000105181","Buiken en magen"," publieke zaak . In '","Vinger aan de pols"," ' spraken choreograaf Rudi van","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.2.w.3 p.5.s.2.w.4 p.5.s.2.w.5 p.5.s.2.w.6",0,43,"",2,12118,"WR-P-P-G","newspapers","WR-P-P-G-0000105181-p.5.s.2"
"11959","WR-P-P-G-0000206074","'Ik wil wel eens weten waar de echte progressieven zitten'"," . Je moet én de","vinger aan de pols"," houden van de samenleving én","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.23.s.3.w.5 p.23.s.3.w.6 p.23.s.3.w.7 p.23.s.3.w.8",0,43,"",2,11959,"WR-P-P-G","newspapers","WR-P-P-G-0000206074-p.23.s.3"
"12141","WR-P-P-G-0000219764","Ook Base gaat naar draadloze internetsnelheid"," televisie houdt Base intussen de","vinger aan de pols"," van het Nederlandse moederbedrijf KPN","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.1.w.11 p.2.s.1.w.12 p.2.s.1.w.13 p.2.s.1.w.14",0,43,"",2,12141,"WR-P-P-G","newspapers","WR-P-P-G-0000219764-p.2.s.1"
"12011","WR-P-P-G-0000071523","Omroepen ontvingen 35 mln sponsorgeld"," in een regulier programma als","Vinger aan de Pols"," in principe geen aandacht voor","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) SPEC(deeleigen)","N VZ LID SPEC","p.10.s.2.w.24 p.10.s.2.w.25 p.10.s.2.w.26 p.10.s.2.w.27",0,43,"",1,12011,"WR-P-P-G","newspapers","WR-P-P-G-0000071523-p.10.s.2"
"11897","WR-P-P-H-0000144647","JONGE MANAGERS, WIJZE MENTORS -- 'Ik heb hem op het hart gedrukt zichzelf niet te verloochenen'"," hebben , Bjorn heeft de","vinger aan de pols"," van de toekomst , geeft","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.2.w.34 p.8.s.2.w.35 p.8.s.2.w.36 p.8.s.2.w.37",0,43,"",2,11897,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000144647-p.8.s.2"
"11723","WR-P-E-C-0000009691","Freewave: radionieuws om vast te pakken"," om ook daar lokaal de","vinger aan de pols"," te leggen . Radio Maeva","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.14.w.21 p.1.s.14.w.22 p.1.s.14.w.23 p.1.s.14.w.24",0,43,"",2,11723,"WR-P-E-C","e-magazines","WR-P-E-C-0000009691-p.1.s.14"
"11741","WR-P-E-A-0000734771","City bank weer in opspraak"," precies : ) Beetje meer","vinger aan de pols"," houden ; ) ","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.1.w.3 p.4.s.1.w.4 p.4.s.1.w.5 p.4.s.1.w.6",0,43,"",2,11741,"WR-P-E-A","discussion lists","WR-P-E-A-0000734771-p.4.s.1"
"11829","WR-P-P-H-0000138958","Jeff Koons ontwierp de nieuwste BMW Art Car -- 'Dit kunstwerk moet kunnen racen'"," BMW aantonen dat het een","vinger aan de pols"," heeft van de kunstwereld en","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.1.w.10 p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13",0,43,"",2,11829,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000138958-p.5.s.1"
"11942","WR-P-P-H-0000175869","Een uitvinding achteraf"," christen-democraten dat de staat de","vinger aan de pols"," houdt . Zijderveld : ""","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.30.s.2.w.26 p.30.s.2.w.27 p.30.s.2.w.28 p.30.s.2.w.29",0,43,"",2,11942,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000175869-p.30.s.2"
"12038","WR-P-P-G-0000016842","GESCAND"," thema van het medische programma","Vinger aan de Pols"," is deze keer ` balans","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) SPEC(deeleigen)","N VZ LID SPEC","p.18.s.1.w.7 p.18.s.1.w.8 p.18.s.1.w.9 p.18.s.1.w.10",0,43,"",1,12038,"WR-P-P-G","newspapers","WR-P-P-G-0000016842-p.18.s.1"
"12079","WR-P-P-G-0000604954","VKW en Unizo houden vinger aan de pols van ondernemend Limburg","VKW en Unizo houden","vinger aan de pols"," van ondernemend Limburg HASSELT De","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","head.1.s.1.w.5 head.1.s.1.w.6 head.1.s.1.w.7 head.1.s.1.w.8",0,43,"",2,12079,"WR-P-P-G","newspapers","WR-P-P-G-0000604954-head.1.s.1"
"11872","WR-P-P-H-0000102066","Ondernemen"," E-Commercetimes www.ecommercetimes.com E-commercetimes houdt de","vinger aan de pols"," van de nieuwe economie .","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.21.s.1.w.4 p.21.s.1.w.5 p.21.s.1.w.6 p.21.s.1.w.7",0,43,"",2,11872,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000102066-p.21.s.1"
"12206","WS-U-T-B-0000000670","Unspecified"," volgen zodat ze een stevige","vinger aan de pols"," kunnen houden . ","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.28.s.1.w.18 p.28.s.1.w.19 p.28.s.1.w.20 p.28.s.1.w.21",0,43,"",2,12206,"WS-U-T-B","texts for the visually impaired","WS-U-T-B-0000000670-p.28.s.1"
"12113","WR-P-P-G-0000082780","Televisie en Radio Voorkeur"," Ned.1 , 23.18-0.12u . PRAATPROGRAMMA","Vinger aan de pols"," : Slaapstoornis . Gesprek met","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.1 p.8.s.1.w.2 p.8.s.1.w.3 p.8.s.1.w.4",0,43,"",2,12113,"WR-P-P-G","newspapers","WR-P-P-G-0000082780-p.8.s.1"
"12167","WR-P-P-G-0000120352","Herdefiniëren"," in kaart te brengen .","Vinger aan de pols"," en alle temperatuurschommelingen direct in","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.1.s.22.w.1 p.1.s.22.w.2 p.1.s.22.w.3 p.1.s.22.w.4",0,43,"",2,12167,"WR-P-P-G","newspapers","WR-P-P-G-0000120352-p.1.s.22"
"11812","WR-P-E-L-0000000507","Unspecified"," Kroatië , maar EU moet","vinger aan de pols"," houden - http://bit.ly/kewNPo @baspaternotte deze","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","text.1.event.1033.s.1.w.9 text.1.event.1033.s.1.w.10 text.1.event.1033.s.1.w.11 text.1.event.1033.s.1.w.12",0,43,"",2,11812,"WR-P-E-L","tweets","WR-P-E-L-0000000507-text.1.event.1033.s.1"
"11850","WR-P-P-H-0000061790","band- plus handwerk"," . Pal Zileri heeft de","vinger aan de pols"," : voor de collectie van","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.1.w.5 p.5.s.1.w.6 p.5.s.1.w.7 p.5.s.1.w.8",0,43,"",2,11850,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000061790-p.5.s.1"
"12092","WR-P-P-G-0000230456","""Vijf voor twaalf voor koning van Nepal''"," Group , die een goede","vinger aan de pols"," houdt van de diplomatie van","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.8.s.1.w.15 p.8.s.1.w.16 p.8.s.1.w.17 p.8.s.1.w.18",0,43,"",2,12092,"WR-P-P-G","newspapers","WR-P-P-G-0000230456-p.8.s.1"
"12151","WR-P-P-G-0000005212","Staking"," . Daarbij zult u de","vinger aan de pols"," houden en waar nodig bijsturen","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.3.w.5 p.2.s.3.w.6 p.2.s.3.w.7 p.2.s.3.w.8",0,43,"",2,12151,"WR-P-P-G","newspapers","WR-P-P-G-0000005212-p.2.s.3"
"11967","WR-P-P-G-0000245922","No title available."," is een roman die de","vinger aan de pols"," houdt van de Amerikaanse maatschappij","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.3.s.6.w.7 p.3.s.6.w.8 p.3.s.6.w.9 p.3.s.6.w.10",0,43,"",2,11967,"WR-P-P-G","newspapers","WR-P-P-G-0000245922-p.3.s.6"
"11837","WR-P-P-H-0000059712","De hand aan de slip"," gelooft dat het bedrijf de","vinger aan de pols"," heeft bij de vrouwen van","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.1.w.19 p.4.s.1.w.20 p.4.s.1.w.21 p.4.s.1.w.22",0,43,"",2,11837,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000059712-p.4.s.1"
"11989","WR-P-P-G-0000477010","No title available."," Interieur 06 houdt ook de","vinger aan de pols"," van het jonge design ,","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.3.w.6 p.7.s.3.w.7 p.7.s.3.w.8 p.7.s.3.w.9",0,43,"",2,11989,"WR-P-P-G","newspapers","WR-P-P-G-0000477010-p.7.s.3"
"11755","WR-P-P-B-0000000179","De geheime zoon"," . ' We houden de","vinger aan de pols"," , ' zei hij .","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.68.s.3.w.5 p.68.s.3.w.6 p.68.s.3.w.7 p.68.s.3.w.8",0,43,"",2,11755,"WR-P-P-B","books","WR-P-P-B-0000000179-p.68.s.3"
"11836","WR-P-P-H-0000111873","Misdaad na de film"," Niet-politiek gebonden auteurs hebben een","vinger aan de pols"," en zijn het onafwendbare wereldgebeuren","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.35.s.4.w.6 p.35.s.4.w.7 p.35.s.4.w.8 p.35.s.4.w.9",0,43,"",2,11836,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000111873-p.35.s.4"
"12016","WR-P-P-G-0000254549","No title available."," serie houdt De Jager de","vinger aan de pols"," van de Nederlandse maatschappij ,","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.3.w.8 p.7.s.3.w.9 p.7.s.3.w.10 p.7.s.3.w.11",0,43,"",2,12016,"WR-P-P-G","newspapers","WR-P-P-G-0000254549-p.7.s.3"
"12014","WR-P-P-G-0000176331","We Are Scientists debuteert erg overtuigend met 'With Love & Squalor'"," Squalor , maar wie de","vinger aan de pols"," hield , kende hun songs","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.3.w.13 p.5.s.3.w.14 p.5.s.3.w.15 p.5.s.3.w.16",0,43,"",2,12014,"WR-P-P-G","newspapers","WR-P-P-G-0000176331-p.5.s.3"
"12001","WR-P-P-G-0000082080","Televisie en Radio Voorkeur"," Ned.3 , 21.05-22.00u . PRAATPROGRAMMA","Vinger aan de pols"," . Gesprek met mensen die","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.7.s.1.w.1 p.7.s.1.w.2 p.7.s.1.w.3 p.7.s.1.w.4",0,43,"",2,12001,"WR-P-P-G","newspapers","WR-P-P-G-0000082080-p.7.s.1"
"12068","WR-P-P-G-0000473173","Artikel zonder titel"," maar ik blijf politiek de","vinger aan de pols"," houden . Ik blijf me","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.4.s.4.w.11 p.4.s.4.w.12 p.4.s.4.w.13 p.4.s.4.w.14",0,43,"",2,12068,"WR-P-P-G","newspapers","WR-P-P-G-0000473173-p.4.s.4"
"12076","WR-P-P-G-0000235236","No title available."," gedeelte houdt hij echter de","vinger aan de pols"," . Zero dB en Spiritual","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.2.w.9 p.5.s.2.w.10 p.5.s.2.w.11 p.5.s.2.w.12",0,43,"",2,12076,"WR-P-P-G","newspapers","WR-P-P-G-0000235236-p.5.s.2"
"12143","WR-P-P-G-0000078082","Hoofddoekdebat: Chirac als laatste aan zet"," van ruim 130 getuigen de","vinger aan de pols"," van de samenleving gezet .","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.9.s.2.w.11 p.9.s.2.w.12 p.9.s.2.w.13 p.9.s.2.w.14",0,43,"",2,12143,"WR-P-P-G","newspapers","WR-P-P-G-0000078082-p.9.s.2"
"11882","WR-P-P-H-0000148211","«Een boek voor de wanhopigen van geest, iets heel schoons»"," debuut houdt Tom Lanoye de","vinger aan de pols"," van de maatschappij . In","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.5.s.1.w.8 p.5.s.1.w.9 p.5.s.1.w.10 p.5.s.1.w.11",0,43,"",2,11882,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000148211-p.5.s.1"
"12021","WR-P-P-G-0000184101","Wat de wereld denkt"," houden zij voor ons de","vinger aan de pols"," van deze wereldmeningen . Mijn","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.2.s.10.w.16 p.2.s.10.w.17 p.2.s.10.w.18 p.2.s.10.w.19",0,43,"",2,12021,"WR-P-P-G","newspapers","WR-P-P-G-0000184101-p.2.s.10"
"11927","WR-P-P-H-0000057148","TV-SELECTIE"," economische sectoren onderzoeken , de","vinger aan de pols"," van werkend Vlaanderen . In","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.6.s.1.w.24 p.6.s.1.w.25 p.6.s.1.w.26 p.6.s.1.w.27",0,43,"",2,11927,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000057148-p.6.s.1"
"11962","WR-P-P-G-0000227125","No title available."," tot gisteren als vanzelf de","vinger aan de pols"," hielden van wat de bevolking","vinger aan de pols","N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)","N VZ LID N","p.10.s.3.w.22 p.10.s.3.w.23 p.10.s.3.w.24 p.10.s.3.w.25",0,43,"",2,11962,"WR-P-P-G","newspapers","WR-P-P-G-0000227125-p.10.s.3"
"12457","WR-P-P-G-0000320896","Antoinette Desmet wordt conciërge van Mulle en koetshuis"," slot hou ik ook een","oogje in het zeil"," in het park , dat","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.5.s.8.w.7 p.5.s.8.w.8 p.5.s.8.w.9 p.5.s.8.w.10",0,44,"",2,12457,"WR-P-P-G","newspapers","WR-P-P-G-0000320896-p.5.s.8"
"13342","WS-U-E-A-0000339146","Bejaarden in de kou"," wijk-agenten en postbodes gevraagd een","oogje in het zeil"," te houden . Vannacht wordt","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.1.s.3.w.30 p.1.s.3.w.31 p.1.s.3.w.32 p.1.s.3.w.33",0,44,"",2,13342,"WS-U-E-A","auto cues","WS-U-E-A-0000339146-p.1.s.3"
"12567","WR-P-P-H-0000043613","LIMBURGSE GRONDIGHEID"," Zijn vriendin houdt beroepshalve een","oogje in het zeil"," op de financiën en het","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.6.s.4.w.6 p.6.s.4.w.7 p.6.s.4.w.8 p.6.s.4.w.9",0,44,"",2,12567,"WR-P-P-H","periodicals magazines","WR-P-P-H-0000043613-p.6.s.4"
"13277","WR-P-P-G-0000259283","Neonazi's plannen feest in Antwerpen"," . De politie hield een","oogje in het zeil"," maar moest niet ingrijpen. (","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.6.s.2.w.5 p.6.s.2.w.6 p.6.s.2.w.7 p.6.s.2.w.8",0,44,"",2,13277,"WR-P-P-G","newspapers","WR-P-P-G-0000259283-p.6.s.2"
"12999","WR-P-P-G-0000457450","Politie kondigt extra controles aan tegen wildplassers in Congolaan"," de politie zullen een extra","oogje in het zeil"," houden in de Gistelse Congolaan","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.2.s.1.w.13 p.2.s.1.w.14 p.2.s.1.w.15 p.2.s.1.w.16",0,44,"",2,12999,"WR-P-P-G","newspapers","WR-P-P-G-0000457450-p.2.s.1"
"12584","WR-P-P-I-0000000369","Economisch jaarverslag 1999"," dus om die reden een","oogje in het zeil"," houden en geen enkele verslapping","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.156.s.5.w.9 p.156.s.5.w.10 p.156.s.5.w.11 p.156.s.5.w.12",0,44,"",2,12584,"WR-P-P-I","policy documents","WR-P-P-I-0000000369-p.156.s.5"
"12961","WR-P-P-G-0000458971","Huizen van marktkramers leeggeroofd terwijl ze op markt staan"," ze de buren vragen een","oogje in het zeil"," te houden terwijl ze aan","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.2.s.3.w.8 p.2.s.3.w.9 p.2.s.3.w.10 p.2.s.3.w.11",0,44,"",2,12961,"WR-P-P-G","newspapers","WR-P-P-G-0000458971-p.2.s.3"
"13046","WR-P-P-G-0000531188","Scholen houden protestmars tegen geweld"," houdt de politie een extra","oogje in het zeil"," aan de Boomse schoolpoorten ,","oog in het zeil","N(soort,ev,dim,onz,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,basis,onz,stan)","N VZ LID N","p.4.s.4.w.7 p.4.s.4.w.8 p.4.s.4.w.9 p.4.s.4.w.10",0,44,"",2,13046,"WR-P-P-G","newspapers","WR-P-P-G-0000531188-p.4.s.4"
